Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
citroën,ds5,2015,128000,essence,9,156,1598,Automatique,Occasion,61000
mercedesbenz,gla,2022,12000,essence,11,163,2000,Automatique,Occasion,235000
landrover,rangerover,2021,25000,essence,25,0,3000,Automatique,Occasion,700000
renault,grandespace,2024,2000,diesel,5,0,1500,Manuelle,Occasion,89000
peugeot,landtreksimplecabine1.9ldiesel4x2bennetolepliee,2024,0,diesel,6,150,1910,Manuelle,Neuf,75490
audi,a4,2017,141000,essence,8,0,1398,Automatique,Occasion,85000
peugeot,traveller2.0lhdi9places,2024,0,diesel,8,150,1997,Manuelle,Neuf,171900
mercedesbenz,cla,2023,16000,hybride rechargeable essence,9,160,1400,Automatique,Occasion,220000
bmw,série3,2012,150000,essence,7,136,1598,Automatique,Occasion,58000
audi,etrongtquattro,2024,0,electrique,37,476,0,Automatique,Neuf,360000
mercedesbenz,classec,2023,50000,essence,9,204,1800,Automatique,Occasion,235000
hyundai,kona1.6ltgdi7dct4wd,2024,0,essence,11,200,1598,Automatique,Neuf,137000
mg,31.5l2024confort,2024,0,essence,6,110,1498,Manuelle,Neuf,63950
bmw,série3,2015,200000,essence,7,136,1500,Automatique,Occasion,59000
mahindra,kuv100,2021,47000,essence,5,82,1198,Manuelle,Occasion,32500
peugeot,rifter,2020,95000,diesel,7,0,1500,Manuelle,Occasion,72000
mercedesbenz,classev250d,2024,0,diesel,12,190,1950,Automatique,Neuf,468000
bmw,série4coupé,2015,180000,essence,10,0,1999,Automatique,Occasion,87000
renault,clio,2017,100000,essence,5,73,1199,Manuelle,Occasion,41500
geely,coolray1.5lturbogf,2024,0,essence,10,177,1477,Automatique,Neuf,98800
mini,5portes,2019,20000,essence,7,136,1500,Automatique,Occasion,79000
peugeot,expertcombi2.0lhdi9places,2024,0,diesel,8,150,1997,Manuelle,Neuf,151900
mini,clubman,2019,34000,essence,5,0,1500,Manuelle,Occasion,100000
porsche,cayenne,2006,85000,essence,19,250,3200,Automatique,Occasion,54000
haval,h6,2023,12000,essence,8,150,1500,Automatique,Occasion,125000
mercedesbenz,classea,2021,66000,hybride rechargeable essence,8,158,1332,Automatique,Occasion,135000
geely,geometry70kwh,2024,0,electrique,4,204,0,Automatique,Neuf,111900
dongfeng,rich62.5turbodiesel4x2,2024,0,diesel,8,140,2498,Manuelle,Neuf,98900
peugeot,2008,2017,133000,essence,5,0,1200,Manuelle,Occasion,46000
mahindra,kuv1001.2lk8,2024,0,essence,5,82,1198,Manuelle,Neuf,43960
peugeot,partner,2019,144790,diesel,5,0,1560,Manuelle,Occasion,55000
jeep,wrangler,2015,100000,diesel,13,200,1777,Automatique,Occasion,205000
volkswagen,tcross,2022,5000,essence,7,116,999,Automatique,Occasion,90000
volkswagen,passatcc,2009,150000,essence,12,0,1999,Automatique,Occasion,37000
peugeot,boxer335l2h2fourgon,2024,0,diesel,7,140,2179,Manuelle,Neuf,91900
volkswagen,golf7,2015,139000,essence,7,0,1398,Automatique,Occasion,59900
bmw,série1,2013,172000,essence,6,136,900,Manuelle,Occasion,51000
dfsk,k01,2018,81000,essence,7,0,1298,Manuelle,Occasion,22000
bmw,série3,2016,145000,essence,7,136,1500,Automatique,Occasion,79000
bmw,m3,2008,140000,essence,30,420,4000,Automatique,Occasion,175000
mercedesbenz,classec,2022,32178,essence,11,204,1496,Automatique,Occasion,225000
suzuki,jimny,2022,20000,essence,6,102,1599,Automatique,Occasion,98000
kia,picanto1.2lbvmsmart,2024,0,essence,5,84,1197,Manuelle,Neuf,52980
audi,q4etron,2023,32000,electrique,11,170,1000,Automatique,Occasion,180000
peugeot,508,2012,215000,essence,7,0,1599,Manuelle,Occasion,28000
mg,6,2021,22000,essence,8,0,1499,Automatique,Occasion,79000
jaguar,xf,2018,41000,essence,16,0,2000,Automatique,Occasion,135000
landrover,rangeroversport,2014,100000,diesel,19,0,3000,Automatique,Occasion,230000
honda,civic,2020,150000,essence,10,182,1498,Automatique,Occasion,80000
mg,zs,2019,80000,essence,7,0,1500,Manuelle,Occasion,64000
porsche,cayenne,2019,86000,hybride essence,20,0,3000,Automatique,Occasion,410000
audi,a3berline35tfsibusinessextended,2024,0,essence,8,150,1395,Automatique,Neuf,149000
ford,puma,2022,11000,hybride essence,8,0,0,Automatique,Occasion,118000
audi,q3,2019,110000,essence,9,150,1498,Automatique,Occasion,112000
mercedesbenz,classes,2007,112000,essence,19,272,3498,Automatique,Occasion,78000
audi,a640tfsistronicsline2023,2024,0,essence | hybride léger,11,190,1984,Automatique,Neuf,295000
hyundai,grandi10,2022,82000,essence,4,0,999,Manuelle,Occasion,42000
landrover,discoverysport,2017,128000,diesel,8,0,2000,Automatique,Occasion,128000
toyota,hiluxsimplecabine,2010,480000,diesel,10,0,2800,Manuelle,Occasion,73800
mahindra,pickupsc2.2ldiesel4x2plateausimple,2024,0,diesel,7,140,2179,Manuelle,Neuf,60916
peugeot,rcz,2011,171000,essence,7,0,0,Manuelle,Occasion,40000
volkswagen,golf7,2016,70000,essence,13,230,2000,Automatique,Occasion,106000
mercedesbenz,classec180eqboost9gtronicamgplus,2024,0,essence | hybride léger,9,170,1496,Automatique,Neuf,278000
jaguar,xe,2017,140000,diesel,9,0,2000,Automatique,Occasion,120000
ford,ecosport,2023,18000,essence,7,125,999,Manuelle,Occasion,72000
mercedesbenz,classee,2010,197000,essence,11,184,1800,Automatique,Occasion,67000
bmw,série1,2009,182000,essence,7,115,1596,Manuelle,Occasion,40000
volkswagen,jetta,2012,170000,essence,8,0,1998,Manuelle,Occasion,40000
kia,rio5p,2021,84000,essence,5,84,1198,Manuelle,Occasion,51500
kia,sportage,2014,379000,diesel,7,0,1700,Manuelle,Occasion,55000
mg,hs,2020,87000,essence,9,0,1699,Automatique,Occasion,77900
jaguar,xjl,2014,51000,essence,16,0,1998,Automatique,Occasion,180000
porsche,cayenne,2009,204000,essence,21,290,3600,Automatique,Occasion,65000
bmw,série3,2006,220000,essence,9,150,2000,Automatique,Occasion,34500
skoda,octavia,2022,30000,essence,8,0,1390,Automatique,Occasion,114900
porsche,cayenne,2019,40000,hybride rechargeable essence,21,340,3000,Automatique,Occasion,420000
mg,ehs1.5phevtrophy,2024,0,essence | hybride rechargeable,9,258,1490,Automatique,Neuf,144950
mercedesbenz,classeg,2015,30000,essence,47,0,5500,Automatique,Occasion,630000
chery,tiggo2,2020,90000,essence,6,106,1497,Manuelle,Occasion,46000
mercedesbenz,classea,2015,123000,essence,6,122,1595,Automatique,Occasion,69000
kia,picanto,2022,4350,essence,4,67,998,Manuelle,Occasion,45000
nissan,qashqai,2019,80000,essence,6,115,1197,Automatique,Occasion,80000
peugeot,4081.6lallurebva,2024,0,essence,13,215,1598,Automatique,Neuf,148900
peugeot,traveller,2019,98000,diesel,5,0,1560,Manuelle,Occasion,85000
jeep,cherokee,2014,297000,diesel,10,0,1998,Automatique,Occasion,69000
haval,h6,2019,100000,essence,9,143,1499,Automatique,Occasion,75000
fiat,500,2021,78000,hybride essence,4,0,1198,Manuelle,Occasion,55000
bmw,série3,2016,167000,essence,7,0,0,Automatique,Occasion,80000
bmw,série5,2008,320000,essence,14,218,2497,Manuelle,Occasion,43000
volkswagen,virtus1.0lconfortline,2024,0,essence,6,116,999,Manuelle,Neuf,65980
audi,q5,2014,96500,essence,14,230,1999,Automatique,Occasion,75500
mercedesbenz,classea,2024,8000,hybride essence,8,0,1599,Automatique,Occasion,169000
volkswagen,golf7,2013,155000,essence,5,0,899,Manuelle,Occasion,43000
toyota,prado,2014,56000,essence,11,0,2698,Manuelle,Occasion,195000
peugeot,508,2018,145000,essence,7,180,1600,Automatique,Occasion,51000
renault,symbol,2015,138000,essence,5,75,1200,Manuelle,Occasion,41000
landrover,discoverysport,2015,126000,diesel,9,0,2198,Automatique,Occasion,122000
mercedesbenz,classec,2011,249000,essence,9,156,1800,Automatique,Occasion,65000
mahindra,xuv3001.2lw8.0,2024,0,essence,6,110,1197,Manuelle,Neuf,69065
kia,rioberline,2020,77000,essence,6,100,1400,Automatique,Occasion,68000
bmw,série1,2011,202000,diesel,6,115,2000,Manuelle,Occasion,41500
dfsk,k02sdoublecabine1.0lstd,2024,0,essence,5,58,1000,Manuelle,Neuf,39900
bmw,série5,2015,280000,essence,9,184,2000,Automatique,Occasion,65000
changan,newstar1.2l,2024,0,essence,6,92,1243,Manuelle,Neuf,39900
opel,mokka,2013,37000,diesel,7,0,1698,Manuelle,Occasion,59500
landrover,rangerovervelar,2019,53000,essence,24,250,1500,Automatique,Occasion,250000
bmw,serie15p116ipackm,2024,0,essence,6,109,1499,Automatique,Neuf,167900
mg,hs,2022,111000,essence,9,162,1490,Automatique,Occasion,90000
mercedesbenz,cla,2015,200000,essence,7,122,1595,Automatique,Occasion,66000
greatwall,wingle5doublecabine2.0ldiesel4x22023,2024,0,diesel,7,143,1996,Manuelle,Neuf,87500
jeep,renegade,2019,74000,essence,8,140,1400,Automatique,Occasion,79000
volkswagen,polo,2020,70000,essence,4,0,1000,Manuelle,Occasion,65500
volkswagen,golf7,2014,248000,essence,5,0,1200,Manuelle,Occasion,45000
mercedesbenz,classea,2012,182000,essence,7,0,1598,Manuelle,Occasion,62000
citroen,jumpyfourgon2.0lhdi,2024,0,diesel,7,150,1997,Manuelle,Neuf,84900
bmw,série5,2022,58000,hybride diesel,10,0,1998,Automatique,Occasion,236500
bmw,x2,2024,600,essence,8,156,1499,Automatique,Occasion,183000
citroën,berlingo,2020,55000,diesel,5,130,1600,Manuelle,Occasion,50000
mercedesbenz,cla,2020,76000,diesel,7,116,1611,Automatique,Occasion,139000
kia,rio5p,2013,103000,essence,5,0,1468,Manuelle,Occasion,37500
mg,zs,2019,49000,essence,7,0,1500,Manuelle,Occasion,57000
bmw,série5,2021,70000,essence,10,184,1600,Automatique,Occasion,178000
ds,7crossback,2020,83000,diesel,7,130,899,Automatique,Occasion,100000
mahindra,kuv100,2024,10700,essence,5,82,1200,Manuelle,Occasion,38000
landrover,rangeroverevoque,2022,60000,hybride rechargeable essence,11,200,2000,Automatique,Occasion,255000
hyundai,tucson,2022,24000,essence,10,0,1600,Automatique,Occasion,162000
renault,clio,2024,14000,essence,6,100,999,Manuelle,Occasion,62500
alfaromeo,mito,2013,200000,essence,6,105,1598,Manuelle,Occasion,26000
mercedesbenz,ml,2009,212000,diesel,15,224,3000,Automatique,Occasion,75000
skoda,fabia1.0lmpiselection,2024,0,essence,4,80,999,Manuelle,Neuf,71480
porsche,cayenne,2010,183000,essence,41,400,2000,Automatique,Occasion,158000
peugeot,3008,2019,120000,diesel,7,130,1498,Automatique,Occasion,90000
peugeot,boxer,2007,200100,diesel,7,0,1219,Manuelle,Occasion,14000
volkswagen,troc,2020,87000,essence,6,0,999,Manuelle,Occasion,85000
audi,q5,2018,100000,diesel,11,0,0,Automatique,Occasion,215000
renault,clio,2024,4800,essence,6,100,999,Manuelle,Occasion,63000
mercedesbenz,classee,2021,37000,hybride essence,10,0,1998,Automatique,Occasion,260000
hyundai,grandi10,2021,24000,essence,5,83,1197,Automatique,Occasion,52000
seat,ibiza,2021,120000,essence,4,75,999,Manuelle,Occasion,46000
peugeot,508,2020,46000,essence,8,0,1600,Automatique,Occasion,85000
skoda,kushaq1.0tsiambition,2024,0,essence,6,116,999,Manuelle,Neuf,76980
volkswagen,golf7,2020,113000,essence,6,0,1197,Automatique,Occasion,73000
porsche,panamera,2019,11000,essence,22,0,2998,Automatique,Occasion,650000
chevrolet,captiva1.5turbocvt20257places,2024,0,essence,9,147,1451,Automatique,Neuf,109913
bmw,serie2grancoupe218ipacksportm,2024,0,essence,8,140,1499,Automatique,Neuf,191900
hyundai,tucson,2022,37000,essence,10,0,1600,Automatique,Occasion,145000
audi,q3,2018,112000,essence,8,0,1400,Automatique,Occasion,97000
nissan,100nx,2023,14924,essence,6,0,1332,Manuelle,Occasion,63000
bmw,i4edrive40packm,2024,0,electrique,22,340,0,Automatique,Neuf,279900
kia,rio5p,2019,145000,essence,5,84,1560,Manuelle,Occasion,49000
opel,astra1.2lelegance2023,2024,0,essence,7,130,1199,Automatique,Neuf,105900
volkswagen,golf8,2023,2395,essence,7,150,1499,Automatique,Occasion,155000
mercedesbenz,classec,2022,45000,essence,10,204,1497,Automatique,Occasion,235000
ford,fusion,2015,217000,essence,9,160,1500,Automatique,Occasion,48000
landrover,rangeroversport,2017,90000,diesel,19,258,3000,Automatique,Occasion,230000
audi,q335tfsistronicadvancedline,2024,0,essence,9,150,1498,Automatique,Neuf,205000
suzuki,swift,2022,14000,essence,5,0,1198,Automatique,Occasion,52000
ford,ecosport,2019,50000,essence,7,0,998,Manuelle,Occasion,56000
mercedesbenz,classee,2011,135000,essence,10,0,1800,Automatique,Occasion,77000
porsche,taycan2s2024,2024,0,electrique,16,408,0,Automatique,Neuf,463000
bmw,série4grancoupé,2017,110000,essence,7,0,899,Automatique,Occasion,120000
bmw,x218isdrivepackmpro,2024,0,essence,8,156,1499,Automatique,Neuf,244900
mercedesbenz,glecoupé,2017,40000,essence,26,390,2996,Automatique,Occasion,410000
dfsk,k01hlargecabine1.1lstd,2024,0,essence,6,50,1050,Manuelle,Neuf,35900
seat,ibiza1.0ltsibvareference,2024,0,essence,6,115,999,Automatique,Neuf,75980
haval,jolion,2021,35000,essence,9,143,1497,Automatique,Occasion,84000
mercedesbenz,cla200amg,2024,0,essence,9,163,1332,Automatique,Neuf,218000
landrover,rangeroverevoque2.0ld163dynamicse,2024,0,diesel,9,163,1999,Automatique,Neuf,340000
volkswagen,golf8,2021,80000,essence,7,0,1500,Manuelle,Occasion,93000
ford,focus,2017,83000,essence,7,0,999,Automatique,Occasion,53000
landrover,discoverysport,2016,212000,diesel,9,0,2200,Automatique,Occasion,109000
volkswagen,passat,2020,132000,essence,8,150,1599,Automatique,Occasion,99000
mercedesbenz,classea,2021,37000,hybride rechargeable essence,8,163,1332,Automatique,Occasion,137000
kia,rio5p,2021,72000,essence,5,84,1198,Manuelle,Occasion,65000
peugeot,308,2014,99500,essence,5,82,1199,Manuelle,Occasion,35000
nissan,qashqai,2018,97000,essence,6,0,1200,Automatique,Occasion,73000
opel,combocargo,2021,95000,diesel,5,0,1600,Manuelle,Occasion,50000
renault,expresscombi1.5ldci,2024,0,diesel,5,95,1461,Manuelle,Neuf,88900
bmw,série5,2012,260000,essence,10,0,2000,Automatique,Occasion,76000
mercedesbenz,classea200premiumsept23,2024,0,essence,9,163,1332,Automatique,Neuf,172000
audi,a5sportback,2021,58000,essence,8,0,2000,Automatique,Occasion,170000
landrover,defender110,1998,207000,diesel,8,0,2500,Manuelle,Occasion,65000
mercedesbenz,cls,2013,265000,diesel,11,0,2143,Automatique,Occasion,93000
volkswagen,passatcc,2014,191000,essence,10,0,1798,Automatique,Occasion,53000
landrover,discoverysport,2017,187000,diesel,10,0,2000,Automatique,Occasion,117000
volkswagen,scirocco,2011,190000,essence,9,160,1000,Automatique,Occasion,29000
mercedesbenz,classea,2018,57000,essence,9,0,1399,Automatique,Occasion,124000
audi,a4,2012,265000,essence,7,0,1798,Automatique,Occasion,47000
geely,gx3,2021,24000,essence,6,107,1498,Automatique,Occasion,54000
toyota,chr,2017,150000,essence,6,0,1198,Automatique,Occasion,69500
bmw,x4,2019,50000,essence,11,184,1998,Automatique,Occasion,243000
hyundai,grandi10,2021,69000,essence,5,83,1200,Automatique,Occasion,51000
bmw,ixxdrive40,2024,0,electrique,11,326,0,Automatique,Neuf,431900
mg,3,2017,134000,essence,5,0,1498,Manuelle,Occasion,34000
cupra,formentor2.0ltsidsg74driveexclusive,2024,0,essence,11,190,1998,Automatique,Neuf,167980
mercedesbenz,classes,2015,79000,hybride diesel,11,0,2200,Automatique,Occasion,195000
kia,rio5p,2013,176600,essence,5,85,1200,Manuelle,Occasion,36500
seat,leon,2019,141000,essence,6,125,1399,Manuelle,Occasion,58000
mini,countryman1.5lbvaclassic,2024,0,essence,9,156,1499,Automatique,Neuf,159000
volkswagen,troc,2019,74107,essence,6,116,1000,Manuelle,Occasion,78000
peugeot,landtrekdoublecabine,2022,100000,diesel,6,150,1900,Manuelle,Occasion,70000
seat,ateca1.4ltsixperience,2024,0,essence,8,150,1395,Automatique,Neuf,136980
mercedesbenz,classea,2020,161000,diesel,6,0,1500,Automatique,Occasion,108000
nissan,qashqai,2015,121000,essence,6,0,0,Automatique,Occasion,69500
citroën,jumpyfourgon,2022,123000,diesel,7,0,1998,Manuelle,Occasion,72000
nissan,qashqai,2022,50000,essence,8,0,1600,Automatique,Occasion,128000
mercedesbenz,cla,2014,124000,essence,9,0,1599,Automatique,Occasion,83000
volkswagen,golf7,2017,135000,essence,6,0,1200,Automatique,Occasion,69000
peugeot,208,2022,75000,essence,4,75,1199,Manuelle,Occasion,42000
porsche,cayenne,2013,175000,diesel,16,240,3000,Automatique,Occasion,185000
dfsk,c311.5lsimplecabinedlx,2024,0,essence,7,101,1493,Manuelle,Neuf,46900
suzuki,swift,2021,80000,essence,5,85,1200,Manuelle,Occasion,43500
bmw,x1hybridexdrive25eloungexline,2024,0,essence | hybride rechargeable,8,245,1499,Automatique,Neuf,217900
bmw,x5,2020,112000,essence,14,265,3000,Automatique,Occasion,265000
foday,f22s1.9lturbo4wd,2024,0,diesel,6,138,1855,Manuelle,Neuf,99500
kia,niro1.6lsx,2024,0,essence | hybride,5,141,1580,Automatique,Neuf,149980
landrover,rangeroversport,2007,211000,essence,32,0,4198,Automatique,Occasion,88000
bmw,x5hybride45exdrivepackm,2024,0,essence | hybride rechargeable,15,394,2998,Automatique,Neuf,496400
bmw,série5,2018,132000,essence,10,170,1598,Automatique,Occasion,130000
mercedesbenz,gla,2015,67000,essence,8,156,2000,Automatique,Occasion,115000
changan,hunter1.9lturbodiesel4x4,2024,0,diesel,6,150,1910,Manuelle,Neuf,123046
haval,h6,2021,54700,essence,9,143,1499,Automatique,Occasion,95000
opel,calibra,1993,76000,essence,8,204,2000,Manuelle,Occasion,59000
mercedesbenz,cls,2016,61000,diesel,11,286,2143,Automatique,Occasion,150000
geely,gx3,2021,70000,essence,6,107,1498,Manuelle,Occasion,55000
toyota,landcruiser,1996,506000,diesel,17,0,4198,Manuelle,Occasion,69000
hyundai,staria9places2.2crdibva4wd,2024,0,diesel,11,177,2199,Automatique,Neuf,210100
geely,coolray1.5lturbogs,2024,0,essence,10,177,1477,Automatique,Neuf,86800
peugeot,rifter,2020,95000,diesel,7,0,1599,Manuelle,Occasion,72000
kia,sportage,2021,55000,diesel,7,136,1598,Automatique,Occasion,115000
ford,rangerraptor2.0ltdci210ch4x4bva,2024,0,diesel,5,210,1996,Automatique,Neuf,320000
citroen,c4x1.2leat8plus,2024,0,essence,7,130,1199,Automatique,Neuf,89900
mercedesbenz,ml,2010,160000,diesel,15,211,3500,Automatique,Occasion,85000
kia,sportage,2017,200000,diesel,7,141,1685,Automatique,Occasion,82000
landrover,rangeroverevoque,2015,122000,essence,15,0,1000,Automatique,Occasion,95000
bmw,série5,2005,190000,diesel,18,272,3000,Automatique,Occasion,87000
chery,tiggo2,2020,60000,essence,6,106,1497,Manuelle,Occasion,43500
porsche,cayenne,2016,185000,diesel,16,0,3000,Automatique,Occasion,189000
haval,h6,2019,90000,essence,9,143,1499,Automatique,Occasion,78000
bmw,x2,2020,62190,essence,11,0,1998,Automatique,Occasion,140000
hyundai,i201.2lhighgraderestyle,2024,0,essence,4,76,1197,Manuelle,Neuf,72950
mercedesbenz,classes4504matic2024limousine,2024,0,essence | hybride léger,27,381,2999,Automatique,Neuf,699000
renault,clio,2020,47000,essence,4,90,999,Manuelle,Occasion,44000
volvo,xc602.0lultradark,2024,0,essence | hybride léger,15,250,1969,Automatique,Neuf,354900
porsche,panamera,2012,203000,essence,20,0,3000,Automatique,Occasion,148000
volkswagen,passat,2016,160000,essence,6,0,1399,Manuelle,Occasion,59000
volkswagen,passat,2012,181000,essence,9,0,1798,Automatique,Occasion,44500
suzuki,swift,2020,69000,essence,5,0,1200,Automatique,Occasion,42000
dacia,duster1.5ldciconfort,2024,0,diesel,5,86,1461,Manuelle,Neuf,88700
porsche,cayenne,2011,200000,essence,21,300,3600,Automatique,Occasion,128000
audi,a3berline,2020,17000,essence,6,0,1200,Manuelle,Occasion,88000
toyota,hiluxdoublecabine,2020,140000,diesel,8,150,2400,Automatique,Occasion,168000
haval,h6,2021,45000,essence,9,143,1599,Automatique,Occasion,82000
ford,fiesta,2012,161000,essence,5,82,1242,Manuelle,Occasion,28000
suzuki,baleno,2019,145000,essence,6,0,1462,Automatique,Occasion,50000
dfsk,glory5801.5lcvtluxury,2024,0,essence,8,145,1499,Automatique,Neuf,99900
volkswagen,tiguan1.4ltsirline2024,2024,0,essence,8,150,1395,Automatique,Neuf,197980
chery,tiggo8pro1.6t7dct,2024,0,essence,11,197,1598,Automatique,Neuf,129590
volkswagen,golf8,2022,12000,hybride essence,8,0,1499,Manuelle,Occasion,110000
peugeot,3008,2020,18500,essence,7,0,1199,Automatique,Occasion,105000
seat,ibizapopulaire,2020,144000,essence,4,75,999,Manuelle,Occasion,40000
nissan,qashqai,2009,279000,diesel,6,0,1468,Manuelle,Occasion,42000
iveco,dailysimplecabine,2022,40000,diesel,10,0,3000,Manuelle,Occasion,105000
mazda,cx9,2019,169000,essence,15,0,2498,Automatique,Occasion,89000
bmw,série4grancoupé,2017,180000,essence,10,184,2000,Automatique,Occasion,110000
renault,megane,2019,125000,essence,7,130,1197,Manuelle,Occasion,49000
skoda,fabia,2018,76000,essence,4,75,1000,Manuelle,Occasion,39500
audi,q8,2021,61000,essence,23,0,3000,Automatique,Occasion,368000
