Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
kia,quoris,2014,134000,essence,20,294,3778,Automatique,Occasion,95000
haval,h6,2021,138000,essence,9,143,1499,Automatique,Occasion,76000
bmw,série5,2017,107000,essence,9,0,1699,Automatique,Occasion,109000
kia,sportagehybride,2020,140000,hybride diesel,7,0,1599,Automatique,Occasion,98000
mercedesbenz,glc,2017,115000,essence,12,0,2499,Automatique,Occasion,169000
mercedesbenz,classeecoupé,2012,134000,essence,10,184,1800,Automatique,Occasion,77000
volkswagen,golf8,2021,78000,essence,5,90,5001,Manuelle,Occasion,83000
bmw,x6,2011,190000,diesel,22,0,4000,Automatique,Occasion,140000
toyota,prado,2002,330000,diesel,11,0,2998,Manuelle,Occasion,53000
hyundai,venue1.0lturbobva,2024,0,essence,7,120,998,Automatique,Neuf,90000
peugeot,2008,2015,135000,essence,5,0,1199,Manuelle,Occasion,40000
mg,zs,2020,73000,essence,7,114,1500,Automatique,Occasion,63000
bmw,serie2grancoupe218icolorvisionedition,2024,0,essence,8,140,1499,Automatique,Neuf,184600
mg,gt,2018,174000,essence,6,107,1498,Automatique,Occasion,35000
volkswagen,tiguan,2024,0,hybride essence,8,150,1500,Automatique,Occasion,225000
audi,a3sportback,2019,70000,essence,7,0,1599,Automatique,Occasion,95000
hyundai,creta,2019,76000,essence,7,0,1600,Manuelle,Occasion,74000
volkswagen,golf8,2021,40000,essence,8,0,0,Automatique,Occasion,155000
porsche,cayman,2008,39508,essence,21,295,3400,Manuelle,Occasion,275000
mercedesbenz,ml,2005,237000,diesel,15,0,2998,Automatique,Occasion,56000
seat,ibiza,2020,120000,essence,4,75,1000,Manuelle,Occasion,53000
bmw,x118isdrivepacksportm,2024,0,essence,9,156,1499,Automatique,Neuf,218900
ford,ranger,2020,70000,diesel,7,0,2198,Automatique,Occasion,150000
mercedesbenz,classec,2021,30570,essence,8,156,1500,Automatique,Occasion,178000
hyundai,tucson,2015,180000,diesel,9,141,1700,Automatique,Occasion,86000
mercedesbenz,classec,2019,112000,hybride essence,10,0,1498,Automatique,Occasion,145000
hyundai,creta,2019,75000,essence,7,0,1591,Manuelle,Occasion,75000
porsche,cayennecoupé,2020,37000,essence,23,0,2999,Automatique,Occasion,380000
audi,q5,2009,255000,essence,13,0,2000,Automatique,Occasion,47000
bmw,serie3320ibusinessline,2024,0,essence,9,170,1598,Automatique,Neuf,207900
volvo,xc402.0lplusdark23,2024,0,essence | hybride léger,9,163,1969,Automatique,Neuf,192900
mercedesbenz,cla,2019,170000,essence,7,122,1600,Automatique,Occasion,88000
cupra,formentor,2022,19000,hybride essence,8,0,1499,Automatique,Occasion,119000
mini,5portes,2016,160000,essence,5,0,1200,Manuelle,Occasion,51000
kia,picanto,2019,111000,essence,5,85,1198,Automatique,Occasion,41900
volkswagen,golf6,2012,210000,diesel,5,102,1000,Manuelle,Occasion,48000
mercedesbenz,classeaberline200amgsept23,2024,0,essence,9,163,1332,Automatique,Neuf,185000
kia,sportage,2015,140000,diesel,10,0,2000,Automatique,Occasion,97000
mercedesbenz,glecoupé,2021,74000,hybride rechargeable diesel,8,272,3500,Automatique,Occasion,375000
jeep,renegade,2019,130000,essence,8,140,1400,Automatique,Occasion,66000
ford,fiesta,2013,223000,essence,5,0,1198,Manuelle,Occasion,29500
renault,clio,2021,135000,essence,5,0,1000,Manuelle,Occasion,38500
mercedesbenz,cla,2020,75356,hybride rechargeable essence,6,160,1332,Automatique,Occasion,150000
mg,hs,2022,31000,essence,9,162,1500,Automatique,Occasion,103000
suzuki,swift,2020,37000,essence,5,0,1197,Automatique,Occasion,45000
bmw,ix3msport,2024,0,electrique,8,286,0,Automatique,Neuf,284900
audi,q3,2022,40000,hybride rechargeable essence,8,0,1400,Automatique,Occasion,200000
mg,gs,2018,149000,essence,9,170,1500,Automatique,Occasion,54000
dacia,dokkervan,2020,40000,diesel,6,90,1500,Manuelle,Occasion,39000
mercedesbenz,classec,2016,175000,essence,8,156,1600,Automatique,Occasion,109000
volkswagen,golf6,2010,262000,essence,7,0,1198,Manuelle,Occasion,34000
bmw,x5,2003,315000,diesel,12,184,3000,Automatique,Occasion,34900
ford,kuga,2017,100000,essence,8,0,1599,Manuelle,Occasion,69000
peugeot,partner,2017,203000,diesel,5,99,1600,Manuelle,Occasion,29500
mercedesbenz,classec,2018,172000,essence,8,0,1598,Automatique,Occasion,105000
kia,rio5p,2021,64000,essence,5,84,1200,Manuelle,Occasion,64000
seat,ibiza,2024,1300,essence,6,0,999,Automatique,Occasion,77500
volkswagen,golf7,2014,199000,essence,5,0,1197,Manuelle,Occasion,54000
mercedesbenz,classec,2011,93320,diesel,7,136,2143,Manuelle,Occasion,73000
volkswagen,golf8,2020,37000,essence,5,90,1000,Manuelle,Occasion,88000
haval,h6,2018,227000,essence,9,143,1498,Automatique,Occasion,46500
chery,tiggo8pro,2023,50000,essence,11,197,1696,Automatique,Occasion,150200
skoda,octavia,2015,181000,essence,7,140,1413,Automatique,Occasion,41000
mercedesbenz,cla,2021,87000,essence,8,0,1399,Automatique,Occasion,149000
hyundai,grandi10,2021,54000,essence,5,0,1199,Automatique,Occasion,53000
mercedesbenz,glccoupé,2021,80000,hybride rechargeable essence,11,211,2000,Automatique,Occasion,270000
foton,forland,2020,34000,diesel,9,0,3760,Manuelle,Occasion,63000
landrover,rangerovervelar,2022,26000,essence,16,0,1998,Automatique,Occasion,380000
citroën,c3,2014,130000,essence,5,0,1200,Manuelle,Occasion,28000
citroen,c4x1.2leat8max,2024,0,essence,7,130,1199,Automatique,Neuf,94900
fiat,500,2013,200000,essence,4,0,1242,Manuelle,Occasion,34000
peugeot,2008,2018,75000,essence,5,0,1198,Manuelle,Occasion,48000
landrover,rangeroverevoque,2016,170000,essence,15,0,2000,Automatique,Occasion,95000
kia,ceratokoup,2010,204000,essence,7,124,1591,Manuelle,Occasion,35000
bmw,série1,2022,17000,essence,6,109,1500,Automatique,Occasion,129000
honda,hrv1.5lcvtex2023,2024,0,essence,7,119,1498,Automatique,Neuf,127990
bmw,x6,2009,90000,essence,48,555,4395,Automatique,Occasion,175000
peugeot,landtreksimplecabine1.9ldiesel,2024,0,diesel,6,150,1910,Manuelle,Neuf,79490
audi,q235tfsistronicsline2023,2024,0,essence,8,150,1498,Automatique,Neuf,159000
toyota,corolla,2021,90000,essence,6,0,1200,Automatique,Occasion,71000
skoda,octavia,2022,10200,essence,8,150,1400,Automatique,Occasion,100000
mercedesbenz,classec,2014,200000,essence,8,156,1600,Automatique,Occasion,105000
kia,sportage,2019,127000,essence,8,0,1699,Automatique,Occasion,83500
mercedesbenz,classes,2009,165000,essence,18,306,3498,Automatique,Occasion,122000
hyundai,staria2.2crdi,2024,0,diesel,8,177,2199,Manuelle,Neuf,159600
hyundai,i201.2lglsplus,2024,0,essence,4,76,1197,Manuelle,Neuf,66950
wallyscar,wolf1.5t,2024,0,essence,9,147,1498,Automatique,Neuf,119900
renault,clio,2021,80000,essence,5,90,1200,Manuelle,Occasion,43500
bmw,série3,2013,258000,diesel,7,0,1995,Automatique,Occasion,65000
skoda,fabia,2018,137000,essence,5,0,1600,Manuelle,Occasion,43000
hyundai,grandi10,2020,97000,essence,4,87,999,Automatique,Occasion,41500
seat,arona,2022,15000,essence,6,116,999,Automatique,Occasion,96000
ford,ecosport,2020,94000,essence,7,0,998,Manuelle,Occasion,66000
isuzu,dmaxdoublecabine,2011,203000,diesel,12,0,3000,Manuelle,Occasion,77500
ford,ecosport,2016,101000,essence,6,0,1498,Automatique,Occasion,59500
hyundai,ix35,2015,160000,diesel,11,184,1699,Automatique,Occasion,63500
audi,a3berline,2022,20000,essence,8,0,1400,Automatique,Occasion,140000
renault,meganesedan,2019,46000,essence,7,130,1197,Manuelle,Occasion,61000
audi,q3sportback,2021,68000,essence,8,150,1498,Automatique,Occasion,188000
mazda,2sedan,2017,191000,essence,6,115,1496,Manuelle,Occasion,37500
peugeot,508,2020,115000,diesel,7,0,1500,Manuelle,Occasion,75000
bmw,série5,2021,140000,essence,10,184,2000,Automatique,Occasion,175000
peugeot,boxerplateaudoublecabine350l2plateaudoublecabine,2024,0,diesel,7,140,2179,Manuelle,Neuf,109900
volvo,xc402.0lultimatedark,2024,0,essence | hybride léger,9,163,1969,Automatique,Neuf,214900
chery,tiggo2,2020,30000,essence,6,106,1497,Manuelle,Occasion,47000
greatwall,m4,2019,51000,essence,6,0,1498,Manuelle,Occasion,45000
bmw,série6,2009,190000,essence,17,0,2999,Automatique,Occasion,85000
seat,leon,2019,150000,essence,6,110,1500,Manuelle,Occasion,60000
nissan,qashqai,2009,231000,diesel,6,150,1995,Manuelle,Occasion,37500
skoda,kamiq,2022,115000,essence,6,110,1598,Automatique,Occasion,80000
mercedesbenz,cla,2022,36000,essence,7,0,1332,Automatique,Occasion,185370
citroen,jumper2.2lhdil1h18m3,2024,0,diesel,7,140,2179,Manuelle,Neuf,89900
bmw,série3,2022,7700,essence,9,170,1600,Automatique,Occasion,172000
porsche,panamera,2011,138000,essence,41,0,1000,Automatique,Occasion,250000
bmw,série4coupé,2021,2500,essence,10,0,2000,Automatique,Occasion,250000
bmw,i4edrive40businessline,2024,0,electrique,22,340,0,Automatique,Neuf,236900
volkswagen,golf6,2010,164000,essence,5,122,1390,Manuelle,Occasion,41000
mg,3,2024,12000,essence,6,107,1498,Manuelle,Occasion,53000
kia,sportage,2018,96000,essence,8,177,1600,Automatique,Occasion,78000
volkswagen,golf7,2016,75000,essence,13,230,1984,Automatique,Occasion,102000
greatwall,m4,2018,100000,essence,7,0,1498,Manuelle,Occasion,41000
dongfeng,rich62.5turbodiesel4x4,2024,0,diesel,8,140,2498,Manuelle,Neuf,108900
bmw,x3,2020,67500,diesel,8,0,1995,Automatique,Occasion,240000
mercedesbenz,classee,2011,330000,diesel,9,0,2199,Automatique,Occasion,77000
kia,sportage,2018,117000,essence,8,132,7000,Automatique,Occasion,78000
fiat,500c,2017,71000,essence,4,69,1200,Automatique,Occasion,45500
mercedesbenz,classes,2008,170000,essence,19,272,3450,Automatique,Occasion,78000
bmw,série3,2014,178000,essence,7,136,1600,Automatique,Occasion,64500
mercedesbenz,classec,2016,180000,essence,8,156,1600,Automatique,Occasion,99500
mercedesbenz,classec,2017,120000,essence,8,0,1000,Automatique,Occasion,140000
bako,evanwave,2024,0,electrique,0,10,0,Automatique,Neuf,27990
volkswagen,golf7,2019,120000,essence,6,0,0,Automatique,Occasion,80000
mercedesbenz,cla,2022,60000,hybride rechargeable essence,8,160,1332,Automatique,Occasion,159900
mitsubishi,asx2.0lbva,2024,0,essence,9,150,1998,Automatique,Neuf,131700
volkswagen,tcross1.0lhighline,2024,0,essence,7,116,999,Automatique,Neuf,92980
volkswagen,golf7,2014,270000,essence,6,0,1200,Manuelle,Occasion,49000
toyota,landcruiser,1999,347000,diesel,17,0,4698,Manuelle,Occasion,55000
mercedesbenz,ml,2009,231000,diesel,12,0,3000,Automatique,Occasion,88000
bmw,serie3320ipackmpro,2024,0,essence,9,170,1598,Automatique,Neuf,267900
mini,countryman,2010,179000,essence,6,0,1598,Manuelle,Occasion,41000
mercedesbenz,classec,2019,63139,hybride essence,10,184,1497,Automatique,Occasion,165000
ssangyong,actyonsports,2017,200000,diesel,7,0,1599,Manuelle,Occasion,42000
mercedesbenz,classea,2020,66000,essence,8,0,1600,Automatique,Occasion,128000
landrover,rangeroverevoque2.0lp200dynamicse,2024,0,essence,12,200,1997,Automatique,Neuf,341700
ssangyong,kyron,2013,227000,diesel,9,141,2000,Manuelle,Occasion,31900
peugeot,5008,2023,7000,essence,9,0,1600,Automatique,Occasion,138000
peugeot,boxer335l3h2fourgon,2024,0,diesel,7,140,2179,Manuelle,Neuf,93900
volkswagen,golf7,2020,69000,essence,6,110,999,Manuelle,Occasion,75000
toyota,landcruiser79,2016,174000,diesel,17,0,3998,Manuelle,Occasion,115000
landrover,discovery,2015,176000,essence,15,0,1999,Automatique,Occasion,114000
audi,a5sportback,2019,125000,essence,8,150,1999,Automatique,Occasion,108000
renault,meganesedan1.3ltce140,2024,0,essence,8,140,1332,Manuelle,Neuf,101650
haval,jolion1.5tfl,2024,0,essence,9,143,1479,Automatique,Neuf,102900
volkswagen,golf7,2015,182000,essence,6,110,1200,Automatique,Occasion,50000
kia,rio5p,2012,205000,essence,5,0,1248,Manuelle,Occasion,32000
kia,sportage,2019,123000,essence,8,0,1591,Automatique,Occasion,76000
citroën,c3,2018,88000,essence,4,0,1200,Manuelle,Occasion,37500
volkswagen,tiguan,2018,60000,essence,7,0,1599,Automatique,Occasion,90000
bmw,série1,2019,111074,essence,7,0,1499,Automatique,Occasion,81000
honda,civic1.5lcvt,2024,0,essence,10,178,1498,Automatique,Neuf,159990
dongfeng,s50,2021,80000,essence,7,0,1590,Automatique,Occasion,67000
kia,picanto,2021,3805,essence,4,100,1000,Manuelle,Occasion,43000
mercedesbenz,cla,2013,240000,diesel,9,0,2143,Automatique,Occasion,79000
mercedesbenz,classea,2019,96000,diesel,6,0,1559,Automatique,Occasion,118000
jeep,renegade,2018,120000,essence,8,140,1498,Automatique,Occasion,63000
volkswagen,golf8,2020,41000,essence,8,150,1500,Manuelle,Occasion,118000
peugeot,3008,2020,55000,essence,7,130,1200,Automatique,Occasion,92000
ssangyong,xlv,2018,48000,essence,7,128,1598,Manuelle,Occasion,65000
mercedesbenz,classec,2017,137000,essence,8,0,1600,Automatique,Occasion,115000
renault,symbol,2020,115000,essence,5,75,1000,Manuelle,Occasion,36000
mercedesbenz,cla,2015,111000,essence,8,0,1500,Automatique,Occasion,86000
mercedesbenz,cla,2017,239000,essence,7,0,1598,Automatique,Occasion,92000
peugeot,206+,2012,110000,essence,4,0,1124,Manuelle,Occasion,22700
porsche,panamera,2016,130000,diesel,15,0,3000,Automatique,Occasion,250000
renault,megane,2020,125000,diesel,5,0,1499,Manuelle,Occasion,64500
mg,3,2021,40000,essence,6,107,1400,Manuelle,Occasion,54000
kia,sportage,2019,69000,essence,8,0,1599,Automatique,Occasion,95000
volkswagen,golf7,2019,133041,essence,6,86,999,Manuelle,Occasion,82500
renault,master2.3l8m3,2024,0,diesel,8,125,2298,Manuelle,Neuf,84900
renault,kadjar,2019,70000,essence,7,130,1149,Automatique,Occasion,80000
ford,focus,2011,207000,essence,6,0,1388,Manuelle,Occasion,32000
audi,q2,2018,146000,essence,6,0,999,Automatique,Occasion,71000
suzuki,dzire1.2lglxpack,2024,0,essence,5,85,1197,Manuelle,Neuf,57900
audi,a3sportback,2019,125000,essence,6,0,1200,Manuelle,Occasion,78500
audi,q5,2015,176000,diesel,10,177,2000,Automatique,Occasion,110000
mercedesbenz,clecoupe200amg,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,309000
peugeot,2008,2013,132000,essence,5,0,1191,Manuelle,Occasion,35000
mg,zs,2022,35000,essence,7,0,1200,Manuelle,Occasion,78000
peugeot,207,2009,226000,diesel,6,0,1560,Manuelle,Occasion,27400
peugeot,30081.6lallurebva,2024,0,essence,9,165,1598,Automatique,Neuf,149900
volkswagen,tiguan,2011,191000,essence,7,150,1396,Manuelle,Occasion,52000
bmw,x3,2005,186000,diesel,13,204,3000,Automatique,Occasion,65000
mercedesbenz,classec,2017,146000,essence,8,0,1595,Automatique,Occasion,119000
chery,tiggo8pro,2022,80000,essence,11,0,1599,Automatique,Occasion,96000
bmw,série5,2015,151000,essence,9,0,1598,Automatique,Occasion,120000
bmw,série5,2021,32000,essence,10,0,1600,Automatique,Occasion,208000
mercedesbenz,classeccoupé,2019,50000,essence,9,0,1599,Automatique,Occasion,173000
skoda,kamiq1.0ltsidsgessence,2024,0,essence,6,116,999,Automatique,Neuf,91980
bmw,série3coupé,2011,178000,essence,9,143,1995,Manuelle,Occasion,44000
mercedesbenz,cla,2020,20000,essence,7,0,1599,Automatique,Occasion,169000
mercedesbenz,classec,2023,20000,essence,9,170,1599,Automatique,Occasion,255100
volkswagen,golf7,2015,140000,essence,5,0,1200,Automatique,Occasion,52000
bmw,série5,2017,97000,essence,10,170,1597,Automatique,Occasion,120000
kia,sportage,2018,177108,diesel,7,0,1685,Automatique,Occasion,85000
citroën,ds3,2010,202000,essence,6,95,1400,Manuelle,Occasion,26000
kia,sportage,2020,124000,essence,8,0,1600,Automatique,Occasion,89000
bmw,série1,2016,165000,essence,7,0,1699,Automatique,Occasion,75000
mazda,3,2017,107000,essence,6,0,1498,Manuelle,Occasion,56000
mercedesbenz,ml,2009,180000,diesel,15,224,1000,Automatique,Occasion,85000
nissan,qashqai,2011,285000,diesel,6,0,1498,Manuelle,Occasion,39500
audi,a5sportback,2019,70000,essence,8,150,2000,Automatique,Occasion,98000
volkswagen,golf8,2021,16000,essence,6,0,0,Manuelle,Occasion,128000
kia,rioberline,2010,168000,essence,6,0,1399,Manuelle,Occasion,29500
seat,leon,2022,70000,essence,8,0,1395,Automatique,Occasion,122800
suzuki,vitara,2018,96000,essence,6,0,1598,Automatique,Occasion,72000
mg,zs,2019,141000,essence,7,0,1498,Automatique,Occasion,56000
volkswagen,golf8,2021,87000,essence,6,110,900,Manuelle,Occasion,86000
mercedesbenz,classea,2022,44000,hybride rechargeable essence,6,158,1300,Automatique,Occasion,148000
foday,f221.9ltid4luxury,2024,0,diesel,6,138,1855,Manuelle,Neuf,109800
honda,crv,2018,67000,essence,11,0,1500,Automatique,Occasion,91000
peugeot,208,2019,93000,essence,5,100,1199,Manuelle,Occasion,34000
mercedesbenz,classeecoupé,2009,194000,essence,12,0,1798,Automatique,Occasion,49500
kia,sportage,2022,23000,essence,10,0,1599,Automatique,Occasion,143000
seat,arona1.0tsifr,2024,0,essence,6,116,999,Automatique,Neuf,97980
bmw,x6,2007,270000,diesel,15,0,3000,Automatique,Occasion,110000
mazda,cx9,2011,160000,essence,20,0,3698,Automatique,Occasion,38000
mercedesbenz,classeecoupé,2018,86000,hybride essence,33,0,3000,Automatique,Occasion,340000
kia,rio5p,2020,70000,essence,5,84,1200,Manuelle,Occasion,57500
nissan,micra,2017,130000,essence,5,73,3000,Manuelle,Occasion,29500
chevrolet,cruze,2018,90000,essence,7,0,1599,Manuelle,Occasion,40000
suzuki,celerio,2022,45000,essence,4,0,999,Manuelle,Occasion,37900
seat,ibiza,2015,112000,essence,4,0,999,Manuelle,Occasion,43500
geely,azkara1.5lturbohybrid,2024,0,essence | hybride léger,9,149,1477,Automatique,Neuf,122800
landrover,defender2.0lp300se,2024,0,essence,21,300,1997,Automatique,Neuf,413000
volkswagen,golf7,2019,40000,essence,4,116,999,Manuelle,Occasion,76500
volkswagen,polosedan,2022,76000,essence,5,85,1400,Manuelle,Occasion,49500
volkswagen,golf7,2017,131000,essence,6,110,1197,Automatique,Occasion,65000
mercedesbenz,glccoupé,2021,29000,hybride rechargeable essence,12,211,1998,Automatique,Occasion,256000
bmw,x3,2013,219000,essence,11,0,1998,Automatique,Occasion,75000
bmw,serie15p116ieditioncolorvision,2024,0,essence,6,109,1499,Automatique,Neuf,159400
kia,rio5p,2020,110000,essence,5,84,1248,Manuelle,Occasion,53750
bmw,série3coupé,2012,152000,essence,10,170,2000,Manuelle,Occasion,74000
mazda,6,2014,125000,essence,9,0,0,Automatique,Occasion,51000
seat,ibiza,2023,40000,essence,6,0,1000,Automatique,Occasion,81000
infiniti,fx,2007,190000,essence,20,0,0,Automatique,Occasion,52000
audi,q8etron55equattroadvancedline,2024,0,electrique,12,408,0,Automatique,Neuf,299000
renault,meganesedan,2018,87000,essence,7,115,1300,Manuelle,Occasion,52000
bmw,x5,2010,126000,diesel,10,306,2993,Automatique,Occasion,115000
suzuki,ciaz,2020,70000,essence,6,105,1500,Manuelle,Occasion,57000
volkswagen,golfplus,2018,72000,essence,6,0,999,Manuelle,Occasion,79000
toyota,chr,2020,102000,essence,6,116,1200,Automatique,Occasion,78000
bmw,série3,2015,210000,essence,7,0,1600,Automatique,Occasion,67000
renault,kwidpopulaire,2022,50000,essence,4,64,999,Manuelle,Occasion,35000
mahindra,kuv100,2021,63000,essence,5,0,1200,Manuelle,Occasion,30000
ford,everest2.0lbiturbolimited7places,2024,0,diesel,13,210,1996,Automatique,Neuf,285000
mercedesbenz,gla,2021,90000,essence,9,0,1999,Automatique,Occasion,173000
peugeot,expert2.0lhdi5.8m3,2024,0,diesel,9,150,1997,Manuelle,Neuf,84900
chevrolet,sonic,2021,87000,essence,5,0,1298,Manuelle,Occasion,41000
volkswagen,jetta,2010,349000,diesel,6,0,1899,Manuelle,Occasion,32000
citroën,c4,2013,199000,essence,6,0,1398,Manuelle,Occasion,31900
volkswagen,golf2,1990,450000,essence,6,50,3996,Manuelle,Occasion,10000
bako,beewave,2024,0,electrique,1,3,0,Automatique,Neuf,18264
mercedesbenz,glccoupé,2017,190000,diesel,9,163,2143,Automatique,Occasion,189000
landrover,defender902.0lp300xdynamixse,2024,0,essence,21,300,1997,Automatique,Neuf,398000
mercedesbenz,glccoupé,2020,82415,hybride rechargeable essence,10,211,2000,Automatique,Occasion,230000
kia,sportage,2019,99000,diesel,6,136,1600,Manuelle,Occasion,81000
nissan,navara,2008,295000,diesel,8,0,2500,Manuelle,Occasion,47000
hyundai,tucson,2020,130000,essence,8,180,1600,Automatique,Occasion,90000
peugeot,301,2021,73000,essence,5,82,1198,Manuelle,Occasion,33000
toyota,corolla,2022,24000,essence,6,0,1200,Automatique,Occasion,79000
ford,focus,2018,136000,essence,7,0,1000,Automatique,Occasion,48000
bmw,série7,2011,115000,essence,17,0,4999,Automatique,Occasion,158000
kia,picanto1.2lbvagtline,2024,0,essence,4,84,1197,Automatique,Neuf,62480
bmw,série3,2012,139000,essence,10,0,1988,Automatique,Occasion,61500
mitsubishi,pajerosport2.4ldidbusiness,2024,0,diesel,11,181,2442,Manuelle,Neuf,243567
mercedesbenz,classee,2018,90000,essence,9,0,1599,Automatique,Occasion,135000
renault,clio,2019,171000,essence,5,100,999,Manuelle,Occasion,43500
bmw,série4coupé,2019,85000,essence,11,184,2000,Automatique,Occasion,150000
bmw,série4grancoupé,2016,135000,essence,10,0,1000,Automatique,Occasion,93000
bmw,série5,2015,102000,essence,9,184,1598,Automatique,Occasion,105000
mercedesbenz,classec,2019,125000,essence,8,156,1595,Automatique,Occasion,103000
cupra,formentor,2021,56000,hybride rechargeable essence,8,150,1500,Automatique,Occasion,129000
honda,civichybride2.0lehev,2024,0,essence | hybride,7,143,1993,Automatique,Neuf,186990
toyota,hilux2.4ldieseld4d4x4doublecabine,2024,0,diesel,8,150,2393,Manuelle,Neuf,159800
kia,sportage,2019,125000,essence,8,0,1599,Automatique,Occasion,85000
kia,rio5p,2020,99000,essence,5,84,899,Manuelle,Occasion,51000
bmw,série3,2013,170000,essence,7,136,1600,Automatique,Occasion,65000
volkswagen,golf7,2019,71000,essence,6,110,1197,Automatique,Occasion,67500
mercedesbenz,classec,2012,201000,essence,9,156,1600,Automatique,Occasion,81000
dongfeng,sx3,2021,32000,essence,8,0,0,Manuelle,Occasion,65000
fiat,500,2021,21000,essence,4,0,1198,Automatique,Occasion,55000
kia,rioberline,2019,114000,essence,6,100,1400,Automatique,Occasion,58000
hyundai,veloster,2019,87000,essence,11,0,1600,Automatique,Occasion,112000
suzuki,baleno1.5lglbvm,2024,0,essence,6,105,1462,Manuelle,Neuf,66900
mercedesbenz,gla,2018,30000,essence,7,122,1600,Automatique,Occasion,122000
haval,h6,2019,91000,essence,9,143,1499,Automatique,Occasion,78500
seat,tarraco,2021,47000,essence,9,150,1395,Automatique,Occasion,124000
bmw,série3,2013,238000,essence,7,136,1598,Automatique,Occasion,51000
landrover,discovery,2015,170000,essence,15,0,2999,Automatique,Occasion,115000
opel,corsa,2010,195000,essence,4,100,1000,Manuelle,Occasion,22000
citroën,berlingoutilitaire,2018,170000,diesel,5,0,1299,Manuelle,Occasion,37500
hyundai,grandi10,2021,79000,essence,5,0,1198,Manuelle,Occasion,42900
bmw,série3,2012,112000,essence,7,136,1600,Automatique,Occasion,65000
volkswagen,touareg,2006,308000,diesel,16,0,3000,Automatique,Occasion,48000
volkswagen,transporterfourgon6.1,2020,287000,diesel,6,0,1998,Manuelle,Occasion,67000
geely,tugella2.0lturbo4wdgfplus,2024,0,essence,14,238,1969,Automatique,Neuf,199800
mercedesbenz,classec,2021,105000,essence,10,184,1500,Automatique,Occasion,168000
audi,a1sportback,2022,15000,essence,6,116,999,Automatique,Occasion,115000
toyota,hiace2.5ldiesel16places,2024,0,diesel,10,102,2494,Manuelle,Neuf,142000
peugeot,308,2019,96000,diesel,4,0,999,Manuelle,Occasion,54000
audi,q3sportback,2021,80000,essence,8,150,1498,Automatique,Occasion,150000
volkswagen,tiguan,2019,160000,essence,8,150,1400,Automatique,Occasion,110000
mercedesbenz,classee,2017,252000,essence,9,0,1598,Automatique,Occasion,110000
nissan,qashqai1.3lteknahigh,2024,0,essence,8,150,1332,Automatique,Neuf,148500
tata,xenonx22.2lturbo,2024,0,diesel,7,150,2179,Manuelle,Neuf,56900
citroen,jumper2.2lhdil3h315m3,2024,0,diesel,7,140,2179,Manuelle,Neuf,94900
ssangyong,tivoli,2018,119000,essence,8,128,1600,Manuelle,Occasion,51500
audi,a4,2019,133000,essence,8,150,1400,Automatique,Occasion,89000
ford,ranger2.0ltdi210ch4x4bvawildtrak,2024,0,diesel,5,210,1996,Automatique,Neuf,235000
kia,sportage,2022,37000,essence,10,150,1599,Automatique,Occasion,139000
volkswagen,golf7,2013,174000,essence,5,0,1197,Manuelle,Occasion,45000
mercedesbenz,cla,2022,30000,essence,7,0,1800,Automatique,Occasion,170000
landrover,rangeroverevoque,2015,130000,diesel,10,0,1998,Automatique,Occasion,139000
skoda,scala,2020,107000,essence,6,110,1600,Automatique,Occasion,68000
haval,jolion,2023,26900,essence,9,143,1479,Automatique,Occasion,95000
landrover,rangeroverevoque,2021,43000,hybride essence,13,0,2000,Automatique,Occasion,205000
landrover,rangeroverevoque,2016,82809,diesel,10,0,1999,Automatique,Occasion,152000
volkswagen,polo,2011,316000,diesel,4,0,1198,Manuelle,Occasion,31900
jeep,renegade,2018,150000,essence,8,140,1400,Automatique,Occasion,65000
mg,zs1.5lluxurybvm,2024,0,essence,7,115,1498,Manuelle,Neuf,80950
mercedesbenz,classec,2022,71000,hybride essence,9,170,1500,Automatique,Occasion,195000
landrover,rangeroversport,2015,122000,diesel,16,292,2000,Automatique,Occasion,200000
renault,clio,2020,90000,essence,5,0,1198,Manuelle,Occasion,44000
mercedesbenz,classee,2013,197000,diesel,9,177,2143,Automatique,Occasion,95000
haval,h6,2020,120000,essence,9,143,1599,Automatique,Occasion,79000
ford,fiesta,2017,131000,essence,5,82,999,Manuelle,Occasion,38500
bmw,série7,2012,200000,diesel,20,0,2998,Automatique,Occasion,155500
kia,rio5p,2021,40500,essence,5,0,1197,Manuelle,Occasion,65900
seat,leon,2018,140000,essence,6,0,1200,Manuelle,Occasion,60000
mercedesbenz,classeecoupé,2010,180000,essence,19,0,3000,Automatique,Occasion,68000
kia,sportage,2017,99000,essence,8,132,1600,Automatique,Occasion,82000
kia,rioberline,2016,150000,essence,5,85,1240,Manuelle,Occasion,37500
skoda,octaviars2.0tsidsg,2024,0,essence,14,245,1984,Automatique,Neuf,195000
porsche,macan2.0l265chpdk2024,2024,0,essence,17,265,1984,Automatique,Neuf,424000
mercedesbenz,classec,2019,67000,diesel,6,122,1597,Automatique,Occasion,143000
peugeot,206,2007,260000,essence,6,0,1600,Manuelle,Occasion,20000
dacia,logan,2010,222000,essence,4,0,1390,Manuelle,Occasion,16000
volkswagen,golf8,2021,69000,essence,6,90,999,Manuelle,Occasion,95000
bmw,série4grancoupé,2019,99000,essence,7,136,1498,Automatique,Occasion,115000
